Country Name,Year,Primary Enrollment,GDP
Belgium,2001,771889.0,0.560940242692513
Belgium,2001,771889.0,20.0717392963443
Belgium,2001,771889.0,58.9546923096492
Belgium,2001,771889.0,2.11656363682617
Belgium,2001,771889.0,38.4237706377674
Belgium,2001,771889.0,0.806431097204203
Belgium,2001,771889.0,634000000.0
Belgium,2001,771889.0,2.00999999046326
Belgium,2001,771889.0,6.28999996185303
Belgium,2001,771889.0,4.48999977111816
Belgium,2001,771889.0,1.37999999523163
Belgium,2001,771889.0,0.949999988079071
Belgium,2001,771889.0,1.69000005722046
Belgium,2001,771889.0,25.4899997711182
Belgium,2001,771889.0,11.8000001907349
Belgium,2001,771889.0,35.4000015258789
Belgium,2001,771889.0,73.129997253418
Belgium,2001,771889.0,87.25
Belgium,2001,771889.0,62.9000015258789
Belgium,2001,771889.0,38.951000213623
Belgium,2001,771889.0,38.9700012207031
Belgium,2001,771889.0,57.0719985961914
Belgium,2001,771889.0,57.0999984741211
Belgium,2001,771889.0,47.7449989318848
Belgium,2001,771889.0,47.75
Belgium,2001,771889.0,24.9090003967285
Belgium,2001,771889.0,24.9799995422363
Belgium,2001,771889.0,31.7759990692139
Belgium,2001,771889.0,31.8400001525879
Belgium,2001,771889.0,28.423999786377
Belgium,2001,771889.0,28.4599990844727
Belgium,2001,771889.0,77.0094811386256
Belgium,2001,771889.0,5.41
Belgium,2001,771889.0,8.79310344827586
Belgium,2001,771889.0,5634.21548679492
Belgium,2001,771889.0,129.976697585187
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,43.0371850255112
Belgium,2001,771889.0,113762300000.0
Belgium,2001,771889.0,65.243224883
Belgium,2001,771889.0,101.2999023
Belgium,2001,771889.0,102.635013
Belgium,2001,771889.0,223528958202.643
Belgium,2001,771889.0,71.6119589202939
Belgium,2001,771889.0,0.380176642316869
Belgium,2001,771889.0,
Belgium,2001,771889.0,240952137798.008
Belgium,2001,771889.0,217169300000.0
Belgium,2001,771889.0,189295400000.0
Belgium,2001,771889.0,169538549671.103
Belgium,2001,771889.0,
Belgium,2001,771889.0,3.64707800596894
Belgium,2001,771889.0,5024300000.0
Belgium,2001,771889.0,9640500000.0
Belgium,2001,771889.0,8634316460.43308
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,28.3999996185303
Belgium,2001,771889.0,1.67
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,73.7190964946362
Belgium,2001,771889.0,1.28203976670305
Belgium,2001,771889.0,287753721501.64
Belgium,2001,771889.0,259351400000.0
Belgium,2001,771889.0,194865300000.0
Belgium,2001,771889.0,174527116576.654
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,460011.0
Belgium,2001,771889.0,4.457894689
Belgium,2001,771889.0,5131694.0
Belgium,2001,771889.0,49.73044434
Belgium,2001,771889.0,9.17188242023965
Belgium,2001,771889.0,8.6704857146296
Belgium,2001,771889.0,94.75
Belgium,2001,771889.0,12.5945867131389
Belgium,2001,771889.0,
Belgium,2001,771889.0,37.2564694834172
Belgium,2001,771889.0,88203254000.0
Belgium,2001,771889.0,42.512240460582
Belgium,2001,771889.0,100646089000.0
Belgium,2001,771889.0,22.1121862615588
Belgium,2001,771889.0,6695.57
Belgium,2001,771889.0,0.020974551036504
Belgium,2001,771889.0,75.6282926275786
Belgium,2001,771889.0,4.01544181292639
Belgium,2001,771889.0,8.6250690325978
Belgium,2001,771889.0,369732633305.117
Belgium,2001,771889.0,333238700000.0
Belgium,2001,771889.0,264334900000.0
Belgium,2001,771889.0,236746141604.37
Belgium,2001,771889.0,79.3229897968033
Belgium,2001,771889.0,79.3229897968033
Belgium,2001,771889.0,1.09961888777849
Belgium,2001,771889.0,35943.2379602838
Belgium,2001,771889.0,32395.5118178363
Belgium,2001,771889.0,25697.0885338845
Belgium,2001,771889.0,23015.0712632462
Belgium,2001,771889.0,0.752482909593709
Belgium,2001,771889.0,43347.8892099274
Belgium,2001,771889.0,28788.0628411374
Belgium,2001,771889.0,109967.916454717
Belgium,2001,771889.0,7.69368678062158
Belgium,2001,771889.0,5.1095068885116
Belgium,2001,771889.0,445901096710.163
